,FUV_GALEX_FilterResponse,NUV_GALEX_FilterResponse,u_VST_FilterResponse,g_VST_FilterResponse,r_VST_FilterResponse,i_VST_FilterResponse,Z_VISTA_FilterResponse,Y_VISTA_FilterResponse,J_VISTA_FilterResponse,H_VISTA_FilterResponse,K_VISTA_FilterResponse,W1_WISE_FilterResponse,W2_WISE_FilterResponse,W3_WISE_FilterResponse,W4_WISE_FilterResponse,P100_Herschel_FilterResponse,P160_Herschel_FilterResponse,S250_Herschel_FilterResponse,S350_Herschel_FilterResponse,S500_Herschel_FilterResponse,z
14405,149394443.04401955,196055500.1480869,529797443.46679264,1575410364.74892,2387904770.767077,2938936117.381735,3335579220.5803504,3635589613.7607703,3825325770.6393695,4168191510.8895073,3107466966.3229866,1633800660.6840162,858800674.3212785,769500025.1407015,580595469.6810161,14721005587.50935,25595630811.448093,18917399562.98679,9942686958.423697,3953198695.0620847,0.0
11333,1811022638.5415366,1875690407.7611165,2562096960.6595044,5541225643.337424,7168639721.527206,8405269925.006186,9280719722.675268,9967478165.645899,10279169443.185738,11003425191.894041,8131052226.657169,4437168456.6112175,2317338279.970018,5590421116.249067,4772145016.645738,112716954976.17712,177046534295.17944,126135342667.939,65456106381.43671,25852183693.08265,0.0
10130,352523801.8907278,414816228.70836186,810694151.4285109,2095423548.0861082,2852686894.9511986,3376776986.1677465,3750096285.8443494,4046751776.8205976,4193346447.169103,4468414339.359074,3342213456.618111,1826584927.8121438,954569628.5381783,1678299677.4570746,1379825735.1045566,35276529887.9664,59743781368.89129,43862376107.36227,23024610140.595406,9154596615.23315,0.0
11448,120947567.29285882,172587598.0673449,530639930.59791493,1621072614.4997082,2444858998.837148,3029961411.5568333,3476681663.8091683,3812941396.8342934,4002649818.387338,4397968217.342812,3317699481.8368516,1744658330.589755,921536530.0813471,547906035.7603667,381577662.1632059,11123715082.673018,21029838845.528408,16258756394.2261,8739205686.55504,3527535815.1359534,0.0
7827,4423056885.9572,5764365322.129124,16873177430.538414,51031075990.05035,75308193517.6627,96683863945.47218,118744870284.32379,135877565218.75085,147313434278.8745,171103910404.26028,137056991780.36565,90292728493.90561,51300722719.79032,270094610981.64902,251835552130.98157,8303966268493.825,9687594860683.242,5780836366537.741,2766365883728.315,1035672905271.7108,0.0
12706,97111094.57265478,148307843.579815,475231910.8529192,1463131870.8295822,2182782186.8389874,2683440055.7079377,3041982576.162226,3304711098.5425706,3463841336.6800447,3760245887.1456294,2789646821.5703444,1439648329.7784073,762573046.8245851,400591933.479476,273940450.6821404,7335525967.961979,13783602750.773342,10647509332.22837,5721445307.763977,2309367481.6637583,0.0
8538,396692218.1141396,676556100.3817875,3442743827.33944,11736601503.464687,19075824989.802216,25213819505.479176,31628332034.46028,36712585680.58615,40521596514.98218,48023737531.67366,38578684841.00757,23271110557.798923,13218601520.39668,43491584539.69496,40180002021.275215,1058207536065.6293,1265561911998.6697,767797091594.9155,369882169755.15,139038194271.92667,0.0
12632,540982850.9164861,698663649.0903835,1483700417.4041026,3836420672.24749,5019708262.169658,5887238809.28747,6512230816.131748,6982712486.018718,7162740328.121592,7609770631.388655,5673882609.844159,3168759111.16923,1685472025.0841684,4423154648.546282,3695381458.6667175,103413950258.7348,165106901328.4257,117371444404.81798,60739483159.56178,23924301688.39097,0.0
2072,114873612.99105957,231111191.23836288,1037760293.5241088,3343600017.866741,5082400327.120692,6281620483.27267,7161883069.241351,7826054189.239056,8198605865.5783,8935009798.254744,6680292286.343629,3469245280.311465,1845881055.3674264,858412852.8771648,563911447.9071751,17944276690.098354,34299927654.9326,26603226963.526714,14320086628.42026,5785074811.545643,0.0
8512,3231231821.5579653,4077230143.28013,11919188949.468992,31446074489.554916,39035183091.64951,47210646331.62279,53714542519.55108,56797862901.942696,59105070742.48099,63819948000.12791,49765486895.8803,42058598957.308754,23944209665.437576,274826008060.25815,295661118254.26434,4379447385690.617,3481668542958.157,1666781507088.801,722532733452.2695,253737299892.2704,0.0
4855,918474959.7322683,1108773723.9040666,2304913432.9910536,6306102310.013376,8615415056.472301,10384202275.065388,11792586959.482182,12880207183.144659,13349202243.843872,14592317545.172884,11097942955.210247,6184495885.177583,3278011437.8472934,6615515218.173259,5512349964.727547,150118627533.58554,253369086602.24344,185428121640.34717,97208683743.06183,38614224576.252655,0.0
12833,760297.4328636288,17161284.972590104,172672622.78063872,624624050.7089219,1037967059.4086655,1318795956.5269277,1519061275.56897,1666507049.1416893,1767216393.4109433,1942828381.074973,1437894039.9327064,730177617.8462557,389251919.6043384,72837104.80848761,27456475.949154224,236838382.34519166,452509276.27934396,351061959.251901,189020914.87719846,76377077.52503684,0.0
11575,946011307.7878785,1227897714.6903193,2816160416.258505,7478482047.427154,9987108706.930773,12028214646.097353,13733084163.638966,15020517153.81578,15503442395.64862,16995085744.870462,13008563971.832735,7490483988.400868,4002437727.9973865,11070479823.158234,9746562205.954834,256311908228.82108,344464467678.9976,223419171630.7153,110941104904.89915,42541563943.338776,0.0
2903,4405863001.304927,6430007718.702629,20497055938.952675,63576154863.4966,92931757664.98692,115727176385.38275,135460266828.41432,151777870731.2584,162973340604.3707,184385337752.15833,144577663111.68542,84296617633.82544,46138950512.09102,107273000096.13213,90312146171.90285,3689930870951.513,5987714520754.117,4276298755594.598,2219225326855.073,875742196269.1117,0.0
14021,974442825.5055528,973028389.485992,1311413160.337766,2655866843.371658,3113497874.797244,3521217576.7930737,3814742451.77627,4003520106.879153,4050451664.2149634,4223806397.7276998,3089715783.1369147,1699142140.649841,897005819.6084491,2451989216.664302,2131421876.8114603,49147360538.83888,79281324639.4737,57256697238.61505,29867647855.45082,11833807310.117882,0.0
9323,8369773064.186578,7904122904.990854,9733389440.650913,17216457224.65451,19897812080.745693,22331437801.93826,24845149140.09344,26290849994.617496,26778785471.768997,28503419197.039055,21923311716.11376,15466698238.176374,8518052480.428965,65608191299.790634,61978028667.587685,1537731405826.281,1776045353636.9392,1047153160686.0038,496261326369.99146,184384010371.4702,0.0
14420,15517735.544098353,53330344.23757604,299799121.7420146,1007000069.6345605,1526735439.0543532,1872670246.0497155,2106240775.520569,2279470151.0006514,2385227985.080601,2559737791.355101,1887098741.1115131,963072880.5931942,508481283.02345806,140672066.51720047,74290945.06679761,1794920441.693335,3433815995.4572525,2663933807.8195915,1434128951.5422726,579406819.580364,0.0
7119,37835492552.28735,35650468210.16997,53670373585.49853,108571017534.38707,136363946398.33969,164860187416.51044,194165009690.0981,220280725889.60687,233484369542.57086,267986856146.29828,219007158693.05292,212557532144.22913,121426736322.1672,1677958591935.8767,1814316579451.1936,23182382466656.24,25532588198777.016,15170137487570.484,7269476704013.792,2726440317467.6167,0.0
11259,244554555.96105486,507136597.16767186,2194001166.1568327,7315082122.303917,10934012325.443161,13523871599.380272,15521575636.0473,17078043242.07204,17955092309.058712,19673866934.857014,14860631294.560652,7815435431.412307,4171010332.0237775,2131614998.5282996,1433111569.4249868,55829294329.14473,107929866243.34023,83931179977.61336,45229226332.11457,18281948258.12218,0.0
14321,447177427.2890728,474513954.6273974,802713870.8204309,1946512882.0415144,2609418441.846259,3054381103.510967,3350370391.9983177,3584112843.567209,3686397076.265562,3904249258.1680436,2880286559.366667,1514002224.0539522,792440618.1502298,961380574.7807139,787484923.6346185,18776869706.39025,31932480887.832108,23565244386.954945,12394390555.688637,4934339096.533113,0.0
7802,9924878325.925041,10214233472.404545,15839953916.832163,33812314143.12667,41949836768.82084,49647804003.52513,57387450788.04963,63270075139.98792,65315642087.05764,72630610000.66684,56370581587.90728,34617001974.4842,19132608983.757175,83350121647.72713,72881104082.80597,1905069648589.052,2828651086408.144,1937052904780.8494,985476617430.1333,383907288933.758,0.0
13570,4145724.695526454,41466818.04771217,355208831.1069122,1293759531.260486,2088156536.8074646,2659658680.7885594,3111595564.7385216,3449383302.816732,3644035869.698233,4069953204.2803254,3078733907.2668934,1600210155.0655904,855209919.4665908,252301334.33970684,137389272.52501175,4457895732.597596,8643706753.168541,6726424835.218432,3625890439.3970294,1465838304.904062,0.0
4778,47295222566.87068,48679171443.347046,124033977251.77263,380734537171.21075,598626023399.1132,777392882397.7753,947329557017.9994,1091553070014.8856,1175771199174.385,1373796386195.3286,1094113989619.8011,699439816486.4442,397694428957.5839,1941117105878.854,1990376446848.997,40188021779680.84,51112231203681.414,33135179422211.887,16564734239484.732,6391020914840.713,0.0
8501,8021734267.584568,7079009507.421976,11683418066.218012,27277609963.16751,40020685470.93477,51154176244.27066,61157632614.32311,71712686351.1027,79663783533.9821,93445533707.89998,77387995539.30032,84784418497.65921,49171421591.265915,761684450679.2075,851923276669.9962,8206978137241.479,6967451563633.677,3461846405090.7437,1521003069400.2266,538276583575.32635,0.0
14620,914860.4793275916,15877451.475191973,205517701.0945187,810669393.6236612,1424798977.854662,1875290678.5729945,2234466964.8563733,2498254006.05324,2664859193.2592335,3024640958.5300884,2271276554.59691,1156231877.2316637,626588871.4266499,128801389.76121883,53931336.95815819,946623397.7749637,1829562826.4813504,1422830044.1302524,766802371.2014788,309964280.6225353,0.0
7529,5908433307.835607,6719301747.573771,14894100964.224686,36136376688.73126,50888546059.55697,66782880047.03762,84522015017.50883,98657691810.66985,107084087067.73637,127502228970.52602,105092460790.97864,75491051143.12994,43455172035.24606,310321898866.2075,308117976178.0049,7952303831343.655,8090515369476.397,4364991772739.0073,1975896194321.4602,710594949555.0898,0.0
10847,1597543799.8044684,2085991980.4690063,7633726879.303448,21837634802.790596,32337381972.88924,41857021741.32453,49569916434.74399,56673513172.91256,61041504935.693726,69498691750.07097,55373080586.391785,48761088657.29049,27441456868.944813,334089607744.3877,376950313777.91205,4052958024695.966,3467725544895.839,1814232404334.2786,829405672255.647,302782866951.7223,0.0
6885,29789769199.122166,29001996541.39365,44981858024.406075,96999811531.09167,132067211615.185,161845346215.13013,190703736528.85123,213330482957.4803,228895396554.14,256530072583.26495,205235793841.88324,195757440529.9403,110805936602.26474,1513110060358.5793,1703479287991.7837,20551807820499.14,20695690081155.465,11539156684613.428,5358562159807.363,1966989222101.8806,0.0
13165,61398675.33976962,125619955.53009316,491633987.31501913,1557660182.8704069,2224623547.4698358,2693929682.612203,3023354576.7420435,3271319073.1020947,3394463597.6564445,3643298296.360034,2702658397.230018,1393502615.0893495,738353171.6858356,328304234.5598057,211513559.36137304,6125862363.516443,11676105248.568611,9050170011.113892,4870232408.238293,1967243990.3957183,0.0
7490,7865872599.394596,8098856145.070103,13202370044.386965,29783055292.34975,39105520646.72795,46027178106.901955,51657603543.57504,56126430276.78529,58131857752.20672,62803159463.63014,47651268532.70001,27258384818.00583,14658917106.186977,41365055874.33639,36050012634.16519,930616034741.869,1511089200509.2444,1094660525128.2424,572367510024.7086,227126263815.69653,0.0
5762,6772578426.478787,8956141274.143639,39871151456.7923,144757295469.4626,245568704816.6781,328077193233.61127,408076902731.82495,480176555340.69293,530190520179.323,631626296034.2947,514432173799.0264,365881715341.31866,213360305879.4773,1460133213196.4377,1510943527584.37,34718232635033.18,39356998017004.33,23384520796122.145,11190974183875.824,4191873399992.8877,0.0
14975,12315127.307153748,51628632.71573053,358102433.9212103,1215239780.436265,1914630253.5717223,2367725230.1652093,2674107066.316128,2907640171.853417,3058184878.7624273,3289221365.986451,2423354324.6861115,1238093847.5185227,657163479.8842044,177724021.44702405,92725288.27741002,2237617211.5670786,4285658759.1700172,3325692881.8774343,1790595690.6179426,723465955.4670763,0.0
1927,24713031018.814545,22656693352.748344,32992631737.93018,46441498862.79413,45284582253.41314,47574497444.30391,51132871353.49576,54174367577.176994,53495175937.33045,57369180321.13813,49080335486.05354,115247987814.85738,67404997699.535255,1567136235931.3323,1753711118127.8633,18753947649268.63,16265095946813.951,8289243688837.01,3700597189177.8633,1326200249122.2053,0.0
6349,934296.0001869253,24838188.81527786,267808482.82122967,984083577.3174789,1658380623.6496532,2117471765.501402,2447795167.036105,2689861098.723777,2857428307.2502446,3154967638.5868626,2334535129.5845885,1183660205.701381,633331049.6937155,129788373.34671666,54409201.7416684,914663225.3648133,1764667684.6652277,1371819638.9171054,739189938.01906,298780111.59150773,0.0
8877,345476606.27286625,731358425.6508584,4722511282.730619,18168841220.83365,30157627922.155796,39842272042.55001,48750593260.73224,56367875376.972694,61669650225.10155,71857165767.54231,57107405823.70747,32253606676.196945,17926213980.64713,25091842998.30706,19921791181.363678,1043557317560.0391,1684975796426.4944,1175938596935.8027,600778107556.0188,234212778496.18106,0.0
10957,1052510957.8058413,1408374918.19554,3224066587.5802574,8752311347.447966,11534363236.689058,13578129974.111738,15081134541.250065,16209239437.350876,16623004527.697731,17691107820.51103,13210389299.450825,7048709366.151627,3730623225.9832263,4775387229.107445,3867968409.0350466,100232485453.12798,171407676114.24368,127085768021.9843,67108642415.635605,26799690924.884193,0.0
11179,2106549621.005383,2276724280.57199,3036685756.453643,6112359719.314528,7081802166.617864,8038483482.774419,8851333720.872234,9388996033.276716,9393796371.484446,10014119822.889421,7464275464.212971,4157684903.3493433,2208789099.588309,6506449445.17237,5709196271.765913,138642308127.964,193719002961.74658,127746029261.32918,63769398180.13093,24524348649.002476,0.0
7952,1325149958.959507,2172356178.659168,8513848078.798423,28351940116.415573,44054447550.725296,57182597886.24593,69832704426.1714,79497895879.19638,89040867107.9715,105584361607.74757,86674036913.33691,70330394033.11499,40682283477.82747,397321820212.64056,456447944704.26575,9322659313801.37,6804837341641.832,2948900483529.0083,1202369442710.0254,402996813921.1205,0.0
4360,696465746.8675376,5176488612.775994,65684016923.59668,289400209012.06116,509798088882.3561,693013177604.9053,882311135169.0295,1071374362661.2212,1180296406826.9521,1411682020838.2607,1136582988933.0803,608445372114.8806,352162496328.6668,90011870895.57758,44779597484.76701,1003982589547.0205,1695773848918.269,1237985134241.6348,649058037160.561,257868773094.34747,0.0
7185,16137389340.456316,15147241394.950735,32096009505.014114,86310180008.13948,122148077147.79018,152111766574.55524,177784731725.98148,204035023531.9635,222430840742.1351,250922787545.68625,205006957614.90176,212478985618.5849,123459839357.77602,1848106485509.056,2108920960787.1306,20551891045664.918,18663235014266.88,10094553479978.613,4656910449427.336,1705306260034.141,0.0
6180,15612220996.112238,20787338159.856533,54595602413.244354,154686840639.7033,226977006784.68497,278260939019.9301,329622883393.8945,375382754644.7743,397120307126.6459,450253142555.5349,354733144524.69977,235239527857.35052,132004429462.64621,872237842406.557,1041024561349.8845,14867627169806.64,16898408321583.094,10464696206044.545,5138280127907.003,1960248825160.0083,0.0
8616,2144347007.8816233,2604526766.1073103,5937999338.611589,16870156831.103174,24269150377.57527,30337438903.33452,36059690260.50831,40520723336.96939,44031181871.38135,50548635142.1485,40331632087.54209,24553734558.31082,13634958538.633993,46649450652.1006,42307607916.99548,1334268673409.967,1872375997216.1226,1251702473686.8557,631672936659.3574,244918095795.17377,0.0
14229,152479766.15597296,224845841.54672983,698020784.5630647,2109962158.2282684,3026270597.6421146,3642928256.8616414,4058067106.698236,4386777549.777088,4587484681.336741,4865727534.765598,3613765816.2730727,1917763305.7275233,1000949813.3215762,979021024.6101351,757293472.4207503,20118000369.11239,36628987815.381035,27878250083.89286,14871233723.636084,5973387414.645791,0.0
13528,16781461.687894814,72481479.72748944,404564843.18861717,1355598961.8276792,1994495527.8482442,2416420173.1164184,2703404234.7709684,2932667196.7273426,3070778223.5179777,3281578362.4369936,2443603399.293657,1273018623.5781531,665241228.6031666,243823767.79183114,146527428.9027404,4531856063.118198,8715436450.361328,6769468598.910002,3646156657.121815,1473451731.560588,0.0
7445,8392117007.029527,8646880221.983183,13824896346.796137,27980661420.128716,33914601774.368366,39299368509.26619,44559711429.646255,48222217150.454926,48619102365.382164,53127369621.67176,40723251154.94557,31106854236.889477,17353161406.914597,173171955414.63126,186254038869.08337,2921225365251.047,3029084031709.4097,1743524202225.8691,826115155760.1606,308101529992.00665,0.0
9419,876100245.156223,898541487.1686122,1195352372.079625,2437952218.1813655,2974625242.280132,3382292257.3900223,3667864927.1714067,3876254597.2783356,3926850068.254449,4089627409.0768495,3007904273.700153,1594464160.9988685,842269220.8912772,1206751950.7383015,976663683.138398,24284090346.00319,43269314192.7329,32673240294.92358,17369491205.470215,6962620843.142803,0.0
11255,2357773157.8546033,2762140600.6740165,4936987286.776449,11241501353.405891,13855214993.22386,16204697165.457636,18197722353.721523,19589460711.319885,19817193768.719822,21259702573.129013,16135128993.24313,9639490985.622469,5243201329.349079,21868948654.041393,20001173501.019398,493462114085.81537,664874270983.9159,433905362603.3576,216173252758.60437,83088925263.10126,0.0
10112,834336597.7378134,1449121318.3242607,4953769684.901219,15067084867.481379,20884033873.728863,25015148078.39177,28036574795.08249,30434202735.60449,31599249078.621403,33916599481.208862,25587836949.716736,14029465852.545927,7421338792.086467,11280301044.77252,9105253461.847383,289617656728.00714,520538754059.50415,392792193828.61865,208847794188.98224,83714055575.17735,0.0
5600,42105733217.97349,34902657745.95551,44162110968.39819,91167033151.88518,118910271460.17285,142864516299.78387,161187648009.61322,178805579649.9772,189440594638.67938,208263091816.17465,167951459656.33762,200719221316.52744,114439488344.2249,1911970865733.0505,1929072972309.0327,19732224297704.53,19605018352390.953,10945970819499.297,5086366428110.37,1867586106877.421,0.0
12942,418289094.7942996,599140390.3456829,1507310390.5353074,4097558884.7712345,5455464235.326854,6400891416.242671,7046463402.372639,7552137873.487739,7756334434.930336,8191947836.7857,6108510806.293612,3361329296.3060794,1763726430.7999823,3653844632.6670403,3017956690.603477,81090208756.6154,134322163382.10649,97434863672.25616,50889257010.6691,20166854743.186325,0.0
12416,234522595.20281684,307939035.4554295,800221669.8227617,2327457469.416675,3430954861.147894,4221490171.6608105,4807798502.33946,5242832748.43036,5488417473.369609,5987747626.973225,4454345342.571739,2294628681.5213604,1227504743.2871366,654126408.4345443,451772539.1067808,10652386482.619198,19723137577.444965,15177798206.302551,8142277792.084255,3283589917.5548205,0.0
5286,11225770947.647627,12392559095.730932,40660512278.36657,124483746576.80148,216131205855.9239,305090043198.8231,398593960549.82904,489706426051.23944,573279293936.8715,731507571590.362,627259400109.4934,483679032918.3303,286222869138.71155,2235821665406.2217,2413561822372.034,53264274955207.26,54254947663230.35,29343984125539.31,13318522683513.352,4801343325538.522,0.0
2277,1352894308.0170655,2063323847.3773797,6814120681.895479,21456581320.969,31023968863.63398,38629911475.660995,45774583136.453445,51506529964.85292,54465510460.46992,61592044826.633965,48107440270.73095,27425938619.21802,15114791569.226322,34524868005.11885,28364829575.33387,1018330306936.1007,1828712947947.9785,1373280666036.1614,728206595548.6941,291297457097.2213,0.0
12844,40662768.61005426,78864140.57220957,381396091.04964626,1283281696.352058,2034573414.369596,2556436314.0542517,2935637087.218968,3211607172.055153,3387312279.710634,3723030484.080499,2761150847.8137436,1408573913.5288773,752558255.9922432,233967388.77818406,132085300.52481474,3246041927.278857,6167399810.592721,4776852543.155086,2569812916.8346543,1037868891.2487665,0.0
7056,17790924741.755497,18944022803.753643,32862480638.84745,71445970880.22952,98988902011.64862,121147808186.45921,142558589149.0564,164925611646.8516,175141051402.2454,197636837290.0459,159543673415.50323,165472759944.9887,94581908671.5122,1460837470378.4316,1682622644988.971,18213536034275.01,17638898874216.5,9968926981781.115,4711355190405.577,1756367624078.3704,0.0
7396,33415254244.210663,27072722470.366116,32548584851.82479,68694255241.63934,89843258703.61763,109021748793.83339,126417251104.38849,144938320354.3998,153936326202.37262,175032254801.92,142413406217.85135,146159606243.88284,84258659131.16774,1236277213226.5378,1354847425530.2532,13475161558077.838,13384518726493.572,7652486811709.868,3628803396766.634,1355895778298.8582,0.0
13476,2599466.951933931,50290631.132160656,401055901.1732852,1393264770.2615635,2191976211.1989045,2720920651.6675158,3088514467.6351676,3372645461.8520617,3556067844.838615,3845579961.1760955,2865431742.7576003,1484906380.6875753,781461662.9521275,206660727.8909745,105769214.55285431,2987089672.368393,5780722326.260714,4496578949.300455,2423467777.6514697,979655584.5051005,0.0
5333,1680531330.8939273,1996541681.258758,5894747186.456235,19534224091.399986,28970082738.91378,36201447142.98868,42727044985.52433,48885586799.65628,55367169799.00963,64151452370.12943,54765993424.99346,89327458880.33188,56338373588.92247,1214488459342.584,1563601126357.6787,11926584919567.102,7844440095809.766,3357643115518.915,1385800684889.5896,471659934416.4474,0.0
2932,181738638.34642577,2773435314.2868013,56706775100.980865,276521512260.04504,529599306556.7549,741648267261.4186,953338348920.2013,1149667555236.7732,1255329271981.9873,1515259095645.3716,1199125209430.4856,621585155112.4275,357589143529.64825,68075776550.455765,24825286843.214233,112778806956.89436,206143976577.33044,157078759490.64935,83933790108.75946,33758941053.473095,0.0
12905,499471233.5595461,496449529.36057913,734176727.115544,1610995004.5627663,2174237685.361792,2588532987.8380475,2888735058.0766244,3106678721.847595,3214600368.4182405,3450117734.0570807,2531864366.237433,1310547435.7349262,703349680.173531,724539053.6931901,590070228.2102357,12288140716.654531,19666886780.282158,14223068177.275183,7432836263.618121,2949784936.4621463,0.0
6947,22504375871.6289,20526591439.155178,31772377134.66795,69164606676.94408,86779911449.71841,101794712622.13809,115509779146.34335,128915219660.865,136663555765.7204,154515978598.29712,126712629021.37347,144345518267.58652,83319521164.86664,1290305276140.0957,1371484729750.5183,18362258819561.207,16350228733478.17,8396413492390.366,3750503812306.9683,1342124014379.2478,0.0
6823,3099737552.431364,4038506097.4897823,12763031203.705175,43193782862.41616,70308363733.872,95060222677.8208,121654285292.52484,145584602579.3465,163978473556.44083,200086406850.26016,166165307802.58914,106084405510.15028,61941027670.78966,243998824843.45105,225881195653.21664,8299020698312.491,9622024620894.668,5560310576518.909,2595990595225.0225,952691067302.853,0.0
7399,3146857630.2395926,3858197022.0653725,9706305730.86604,28744159456.060497,41177573764.51259,51741548267.41208,60946924415.03895,68822347613.30978,73715802869.8879,83530150553.08301,66001282010.250465,39742081105.49112,21903436334.292217,66832060582.487236,56383444423.716225,2190198941072.4656,3186776824704.2964,2095668386018.39,1038937167964.7333,396750631039.4982,0.0
14905,521595.5249124613,13124854.506697811,142151125.31413063,510364613.70437044,856369715.2018621,1085849623.258125,1244018152.1667676,1361270116.908233,1443705632.3834357,1576586758.1342123,1158452113.8024578,585037870.1467557,313168735.96019787,63049178.41244672,26162752.407422945,394340769.1821427,757005700.4341019,587812277.3151084,316585245.7340173,127933748.81762967,0.0
9011,1416246389.8626003,1770152443.4283211,5233017012.918963,17701085549.823315,28638272583.984306,37849036381.80153,46575957571.09569,55097995647.45376,63278687896.25524,77284804927.6675,65944297349.47109,78909766006.25945,48054877114.60477,763127201265.9741,927681478601.1714,8956221448703.234,6006893682202.851,2673180734479.4297,1132526428703.7388,392998182583.76154,0.0
7094,5805983061.681427,5411089827.237141,12126161639.070715,37704313969.01336,62453967047.32166,83926774312.57405,105330833817.68585,124202625924.97221,138426264106.9166,166517683881.58298,136280351156.3168,96100810272.08858,55357582669.56469,371212135999.8542,384539710981.1638,6340124713324.579,7654781826540.593,4684263525539.037,2261901929505.296,850734348343.2312,0.0
6943,3753768500.6635537,5776159544.278986,22100924861.19028,71069302849.80112,104914852653.01443,132317382549.6556,157814832696.44595,180742933240.38245,196835033348.49973,224280586658.96588,179823501252.7909,125075244318.77548,69905540997.14603,473093863782.3629,513028174878.36145,9169802275252.846,9736967456332.826,5699511488568.796,2723970488757.9673,1021131215148.2599,0.0
13410,915342.4718351054,19356348.618486255,179311823.72277963,613716164.992993,994410680.9003785,1236869041.932491,1391952346.8534868,1508758385.9225533,1588126189.2253191,1695414283.864424,1234853045.3549318,622444666.0354091,331744730.53484565,73384443.00266005,33616727.22734803,702968052.9137294,1351906151.5875375,1050108077.3569006,565633669.8803681,228584728.1687579,0.0
6976,1446238925.548327,2135342548.5375366,8446256371.285153,29330652830.73037,47998189956.66195,64854797833.19316,82408390873.6659,93587521460.95563,106419480431.31549,128620023215.68416,105824698813.84395,91112959230.04904,51871198334.36497,557213922080.0061,642036921231.068,9214565418562.4,6726797886360.486,2967837652850.43,1228591029467.131,417189404669.80835,0.0
12149,296648761.33325005,381301872.25186163,916478926.7451763,2587086494.621936,3699436301.2481933,4472681626.832579,5026715094.327123,5444056499.402722,5675652800.482518,6118837582.193121,4543071651.158369,2362096718.041657,1245182171.6536245,808508004.2061499,585605612.2787703,13687447599.469494,24875496403.40894,18965342076.25297,10127086960.21241,4071262447.381834,0.0
10189,3993363432.327562,5225550269.877481,15180938377.932957,42582486775.23662,59681678457.42177,74469373475.7279,87893000540.02478,98782284447.77904,107182353922.23012,120620079305.58205,96766213427.74245,73679387759.5043,41163683208.56059,356108796539.94135,367977019545.2694,7575790531697.67,7964345302528.893,4614861412365.374,2193905413723.4817,819659345883.3191,0.0
14539,851649038.2448261,846968459.153755,1197997443.2160442,2649215520.2038074,3602351400.781727,4354553614.8436,4927639236.688807,5376667456.231654,5633513593.130849,6211752929.413348,4639914853.132939,2515377469.9210973,1315390784.845599,2820942943.355737,2411663234.19823,58078462757.39895,94399969602.40997,68011532165.49413,35393141980.24307,13994702458.8177,0.0
8030,6100984721.315379,7307551845.618386,14085143074.371006,36166317131.14569,48566948780.91073,58311317301.847206,66148421013.38225,72300420794.68463,74892920535.64006,81040240569.39857,61862216644.90941,37010941980.506165,19816210073.976757,76183173306.72441,69064449082.3789,1736365836377.332,2579258359506.2563,1790376337674.0735,919838243254.0925,361038139747.1189,0.0
5010,1216784773.570281,3196360558.6698213,35873712145.892746,165576594097.4924,324412598562.3352,468887230293.2393,627769739264.1403,765716904258.9764,906866773627.6221,1162149724260.8435,995089252767.144,748425008348.6494,468744331282.54144,3318654749894.4956,3941462164959.1,110608489786593.56,97564600669701.73,47954925022275.81,20753001244660.883,7236077486549.741,0.0
2648,13896404034.378792,13455937870.794323,22906798657.297237,35555187045.73103,38525824751.59191,41455365523.462814,45640547753.444626,50473699094.11521,52452973931.08691,56393427030.31146,51233784107.080376,163476620960.51477,96922283494.69122,2526568867313.675,2994176452345.643,25571395662796.594,19441311509009.188,8993161593281.049,3809898601548.8936,1313290537169.3552,0.0
7400,19064146112.692158,19134031155.865795,39230988854.39267,101200001570.22429,137553410694.9738,166363364880.98108,195188364724.55246,219707472426.2122,231648987893.2499,256821495912.3197,203263655015.40894,163277453364.04453,92115314529.14348,980497965417.6064,1081833606629.0463,12299288709904.75,12055668545964.623,6897168618057.768,3286258573173.257,1233132508113.5532,0.0
4209,33684043121.30829,35594848642.69801,93135922423.29164,302905031251.8139,499483373632.62555,667915213960.029,835848400128.466,994744377420.4099,1120259224439.4783,1356542211986.4756,1136992713814.9158,797962485976.0143,471053998379.3822,2666165118017.871,2793483848495.134,67352178843960.47,74837277694655.78,43843938545166.65,20832425765669.926,7766662492073.3125,0.0
9696,1872429556.4081929,2468758139.134046,6804322182.545306,20417882782.850758,30143345293.918213,37459026116.29496,45210472563.424644,50231378566.99077,55156928479.505165,64643829779.02311,52982888821.28766,69333675103.73018,41484382788.63039,733887877347.4039,883969507796.683,10892287848250.068,6826190043023.269,2748801784520.0005,1092481722718.1475,361166686883.4843,0.0
10233,1789938697.8323689,2057487760.6237135,4433646505.29595,12255042773.213867,17519078462.374374,21757618817.048737,25633488292.626514,28358442041.269146,29793497518.917923,33480087070.40924,25831663357.63565,14986826542.007177,8174947310.348787,22537444710.158157,19953797838.412857,568661043255.3252,839741138565.584,571896348064.6189,289926773421.35724,112608137896.56161,0.0
7552,29531527062.23421,26438415625.59711,34439841768.96503,54875223283.16522,62284259846.82135,67406659834.37042,74980189520.3659,81451601767.83818,83621053445.32893,91379812854.88364,72689678738.35254,79594324675.6465,45405726039.72022,701608407642.578,763469763370.5269,8969708766545.229,8263474045360.723,4366851843224.624,1981338964119.0415,717269082110.5381,0.0
