,FUV_GALEX_FilterResponse,NUV_GALEX_FilterResponse,u_VST_FilterResponse,g_VST_FilterResponse,r_VST_FilterResponse,i_VST_FilterResponse,Z_VISTA_FilterResponse,Y_VISTA_FilterResponse,J_VISTA_FilterResponse,H_VISTA_FilterResponse,K_VISTA_FilterResponse,W1_WISE_FilterResponse,W2_WISE_FilterResponse,W3_WISE_FilterResponse,W4_WISE_FilterResponse,P100_Herschel_FilterResponse,P160_Herschel_FilterResponse,S250_Herschel_FilterResponse,S350_Herschel_FilterResponse,S500_Herschel_FilterResponse,z
4366,360685438.505479,424953132.07707083,634304081.0667225,1264623793.9768677,1487385050.816738,1716067227.9402254,1937551633.6109996,2111308872.1393125,2125908687.8371813,2302391092.46355,1752800849.2350464,890203144.102818,485124980.9003187,85065917.95927797,28451430.152448256,1454822.3752066381,569224.2258468367,232010.12129313542,117861.36710726512,55554.11471671997,0.0
3833,62156776.529112875,122304782.36132632,597589399.6978235,2037756017.943772,3189994417.049986,4055666193.7190847,4806634515.033904,5448547607.785125,5800780229.36558,6542263856.934926,5028000716.814049,2625801765.970149,1447831438.6990027,326427398.3565506,145036932.05190444,2018049103.6791508,3814299750.09004,2951078079.992777,1586945608.7433038,640807496.4262099,0.0
1030,5305038769.1457205,7769651426.273729,35112646637.99111,134874896098.59605,234732533306.44247,317230596404.63605,401311596495.3338,484179673591.3341,530056721061.16925,633147540389.0135,506108167306.40173,270603493198.50156,158051621127.4178,94662839822.16212,68634305664.55198,2522116455566.543,4232448145599.142,3066660501916.217,1600103551222.2463,633271938903.7782,0.0
201,36410225761.4282,34615113736.81491,54837854412.46044,131003242940.52658,179906430964.46524,229826443228.08597,276876667183.92596,328996477936.9461,364283660967.62854,421455242842.6403,351008489428.56775,341433179234.1497,199008828270.7849,2716291627860.43,3182705416402.4463,31995227232599.547,28999770219586.29,15370363346977.928,6992442885792.877,2534241293057.6143,0.0
1447,672461342.3699112,1633486115.5494168,11180706524.693604,43391754526.6092,72993643562.76161,97187611320.89241,120438788678.0628,142427418561.62292,156178678754.2798,183391975105.49045,146456075055.40338,81386085598.97644,46791630268.26262,58957091582.48625,48795953688.581085,2179128353292.649,3063242457426.8223,2023205346692.9006,1013429329232.4338,390676220288.42834,0.0
1978,31158526.79619346,216762253.24504104,2173368699.1870165,8578580703.628524,14442908861.380575,18951507559.53175,23135424090.4611,26955127199.856556,29174511477.042625,33816539185.57199,26494336218.76743,13985477784.299166,7908533938.615174,2387935807.9781413,1305365450.4694042,42514224064.07393,82393194361.63496,64110440647.34987,34557180300.569626,13970046593.342505,0.0
1511,12036883661.91037,14801785832.900469,34739080304.09225,103629015827.56241,155391049424.94922,200271802272.00653,247250938474.7388,291298977089.8145,315047002426.35675,369359385264.4574,294772709597.6793,163913892475.62894,94604147015.22087,142148838309.73962,117539965623.3744,3911498644204.181,6423309269964.411,4599590658822.116,2385241349813.0586,940242847707.4235,0.0
1966,5024692954.349103,6161967638.535855,13225584634.38514,36791068678.22043,55591578976.244064,72051218595.42331,88928728255.03455,104933882671.61339,113726556697.95328,133971491825.88408,106903347651.45615,59273594070.76118,34129124239.125103,52554904772.220955,42769644741.52537,1378092632948.8486,2291104975893.87,1653456146457.165,860671249420.9296,340134779059.2171,0.0
1896,322609908.40933967,670587645.1277175,3599534375.8825564,12875208683.81152,20520120988.52994,26508932688.495968,32126878570.01265,37473496288.15948,40641432036.3525,46933091260.43814,37050126767.03007,19987809061.222054,11374010895.277618,6028974742.596706,4048368952.260298,140963916661.0502,269760770772.22537,208845555392.05118,112286555239.30505,45318234944.183464,0.0
1749,23907786.39006697,123038728.82092975,861493860.330514,3161377998.4713755,4879328135.715344,6187389340.205481,7419378112.049846,8582171928.309903,9221436126.036806,10524927484.60728,8283780910.505301,4425851450.63345,2483870957.0338836,460103353.0255514,157917711.04622105,79736228.53362395,137083171.65716562,104630393.28405394,56168666.96298045,22713768.73069646,0.0
4118,5308141.997845282,37978577.96305896,308005553.96649826,1091022039.8104053,1756981096.2001145,2227314612.842453,2600901422.245351,2917444667.930015,3093304136.4516063,3424549101.6217465,2599971131.8448834,1348024787.927349,741414982.7935326,165791140.0018339,74230704.92727563,1480653677.3609335,2855801838.8411546,2219817680.0523577,1196053346.4930434,483425977.3715073,0.0
4495,1441974.5406859561,25214175.252927206,268250373.03505456,990473785.4371396,1667758998.83416,2148577560.9542212,2533092068.104025,2845645461.6965256,3032364747.071192,3394677150.2035584,2566419801.8503776,1317819081.8626847,722007861.2921928,130610003.4163555,46038742.749140255,125430436.92963527,231878582.51574728,178694305.06489936,95983065.78272994,38747221.454958834,0.0
2641,467216511.59469897,614116986.3737793,1421559289.4396849,3918773602.3329277,5493926927.40752,6736437765.490805,7832755622.941061,8715412474.039719,9134342077.369555,10155221903.649143,7821337083.179691,4155725959.416734,2265359030.9233813,1301463502.7703602,894499547.9321059,30407289755.84616,58302909999.860245,45254184368.23997,24367252764.070503,9845536487.787542,0.0
3553,1358105.525381916,33660723.161569335,407967277.0248017,1544918994.3057878,2591028116.756547,3352316747.185859,4003798093.1357436,4563182520.75373,4898755334.500861,5551028954.460564,4280077739.6084313,2246589698.90643,1243553417.1614466,248554172.06919727,97255394.67913945,1005057371.3232666,1925152406.982013,1494330301.855654,804743344.0278437,325195898.8381869,0.0
2744,296325744.5606161,437969153.541062,1229638428.689318,3582566590.0726295,5081845642.947145,6217018950.515845,7200217425.636899,8036108066.911943,8437135218.491872,9343956343.085234,7173539789.355638,3789597889.4749174,2051446442.6717036,675871840.8490963,385897037.90696263,8990596563.23226,17015346126.88879,13166949888.577564,7080703464.439139,2859138121.145496,0.0
4478,1391248.6759656807,27743590.965602435,289333958.7638515,1063923440.7805877,1755266511.9697838,2244643626.947008,2641613881.3509474,2972269079.4602265,3162566974.2741256,3533298940.3594146,2680868931.24966,1385228895.8294563,758625889.4324242,133447410.09481283,44784577.64693988,3418974.712663053,3011413.124550254,2000771.6714282478,1065460.6931743727,442962.983910309,0.0
1585,20189118193.765945,21729614684.2945,32966705026.096035,76412434168.40727,103581215735.98306,128313350772.0823,155439974384.82123,184231147688.6264,197435526534.87796,228556843419.11542,184115889055.33664,101968675713.63203,58520001475.88868,81825727814.92818,68583256522.73296,1823438108761.133,2954913083606.9355,2143275352240.9636,1123261466002.2761,446645537095.5322,0.0
3936,2102530786.0289893,2200523719.095344,2241139091.648984,3379675359.160147,3722467350.731802,4662840528.451414,5955046761.349509,7032264494.427546,7457488033.872471,8906241644.476122,7209395026.616784,3796217566.7287273,2220222391.357314,1575654699.9734802,1180725568.133556,23500691671.8752,41870385445.11504,31887745222.381176,17027621919.534672,6849547797.012932,0.0
1800,55059884.13192195,257059017.7272739,2244566415.612551,8547468580.061147,14174893498.044687,18395371778.9138,22153670358.156578,25526614049.66051,27486558715.603245,31450537985.060368,24417107778.5327,12843527786.716162,7212018625.281192,2153333509.2990026,1170142013.8929033,39006507781.06249,75773710917.03677,58992442665.79383,31805884647.999096,12859336582.862946,0.0
4224,26305819.17387292,77779222.51007292,432222249.0895494,1501301814.483478,2254692442.8065248,2812533621.9643126,3307881815.432398,3754621998.6632023,3978250029.9468575,4459717709.78799,3442124183.979739,1804401543.6277285,996886683.8257755,179238848.18726707,60619925.67239415,10448480.998523757,15011397.49235312,11158960.72181702,5985273.706941566,2433971.13109442,0.0
4648,1415742.9921047145,18995900.921425287,184868408.23681918,693978249.5372964,1156899804.3049471,1498921242.2801933,1787978138.608885,2025045166.1104717,2158851434.759245,2444036081.3252015,1869175169.8532145,967843998.8901905,529784373.7805566,93887190.75867076,31556051.430830527,2474662.425887094,2240372.1648200224,1500409.3815232676,799273.645546761,331681.9186213148,0.0
3136,300982489.67990494,420628503.88756347,1377132713.8356845,4432501315.301504,7225357622.41705,9483996557.36187,11605317296.994576,13544697011.16866,14622564643.17002,17026493804.182253,13290370623.708727,6917658085.095895,3921320248.3451867,947813123.6564168,448627164.3033475,8211770755.754339,15615566048.14707,12098067661.609009,6509340817.9364195,2629126488.832207,0.0
5035,130695859.80463107,228192349.86536598,660162930.6994351,1894250193.7211866,2400247524.2495146,2801505239.980093,3173851818.06847,3513189350.588233,3631871909.3681145,3959284451.580105,3048347039.080966,1608579561.8849602,876677766.0402403,171176069.0193332,64247775.64875969,342931485.66126895,640871411.7594322,494769113.8964599,265875674.31419396,107336683.58925399,0.0
3343,1887471146.6300788,1728231751.0493689,1716262078.1366923,3239229835.7325234,4461647856.408535,5890553801.673422,7379378590.557525,8379974490.261456,8785237783.530123,10410403321.198462,8099176203.095778,4392651520.941393,2451809093.378763,4170004682.3139253,3557856056.9275665,79561178432.74738,121197332121.73666,83679348108.87973,42575055864.35543,16571282210.376135,0.0
2853,39296766.624617785,145023202.08911937,930029425.185773,3318819125.3122177,5086589316.671069,6390572751.851563,7558609418.645791,8638194146.193739,9234462514.563292,10406355317.687326,8119792241.495343,4322838087.528072,2402333460.969772,445534234.310222,154756420.09859452,210169130.9609609,383584843.7914856,295243810.4810492,158626339.09912446,64072043.44464674,0.0
3906,183030909.42520005,243881620.0493035,513278653.9875421,1314872704.1683657,1671830673.4451647,1941388129.4610994,2145701927.0063918,2306429301.1747017,2349380157.9635067,2485190509.721125,1850060833.0865119,950567771.1382363,502895201.95377105,124286606.75285083,60696711.278176226,832836444.3028795,1535639777.4780436,1181012756.381674,633444642.5240955,255452293.21670994,0.0
1976,1056910926.8301768,1209617060.2257786,2659896067.7929206,6193296274.389699,8805491677.75611,11927235378.999313,16438820537.059366,21683637161.10091,25245951935.006477,31470808081.165157,27072891818.993416,17106488014.498377,10262326568.168388,42092567111.08621,39702189902.57576,987531305408.0936,1094183884051.6201,614462104519.461,282366620025.90063,102478365311.25871,0.0
1542,11798070450.549223,10258257721.128323,14085892734.316889,27930784375.855988,36946510778.70561,45252591796.26183,54423655212.18126,63285238858.82394,68637676175.35929,78896538263.68808,64137711148.92419,61701435073.907295,35653121644.08997,484378105688.29,552976950918.9669,4674185982005.605,4139962382006.008,2172225739161.5479,983289684595.6534,355232658250.50836,0.0
1794,14187439868.587109,13876536408.489977,20675237255.494526,40234550098.79074,49753182499.87162,58143798781.90236,66200910008.475914,73595162122.73303,77541176109.04964,86290441259.12036,68528075464.49632,50798825845.55845,28791532015.14103,231788005977.84836,240190543721.184,4101591890283.3706,4610391698501.632,2714637066502.178,1288122013075.3389,479058297601.95496,0.0
4040,1225121.6789070752,21392838.48472734,247746260.2640335,946876077.2216644,1635180920.5194094,2139131214.8094697,2565930851.7734294,2935406631.1443977,3141037288.78078,3567994022.1799197,2725390119.2703137,1397895155.6487794,778871620.703225,137852002.189273,46666209.66685706,16858491.358970873,28376810.370557364,21625806.57256673,11620586.130322484,4705819.183777555,0.0
949,129772659017.33554,126309679344.64464,150569753261.72458,317560960393.7816,447631389100.9126,568823741298.8519,695542301148.9569,817904179840.5381,882769156558.6729,1025496196725.8383,827031701386.5696,568135932459.2955,325477961628.02026,2139234844227.5647,2231786259936.532,35245429380248.32,37610655688775.234,22077188311190.24,10562277369400.488,3963446104171.1357,0.0
0,137708506.64228818,1146399925.7803624,16563086038.481222,72644988834.67862,132946290655.47333,182803560606.1807,232210241512.77463,278946637085.89514,312176760252.9464,380098675067.54663,310570696296.56165,174015283709.9392,103039416404.2634,59728058768.517395,44261722344.64615,3844718648671.8027,5515443311154.165,3566461881705.485,1754853018687.3677,666780906707.4017,0.0
2987,63072072.330200925,164023327.0973422,973358725.531513,3503497058.422891,5593750086.730687,7180413793.428147,8626198239.067133,9946268695.767443,10660230986.988083,12178405193.644707,9464672991.323627,4955351543.4222,2777655628.0223913,544515538.1842374,206767589.09941143,1297552898.8474026,2441765250.1803904,1887979551.3747125,1015161104.407828,409938477.26742184,0.0
4689,1056829.573828065,15910112.093174076,173371683.432061,645124877.3012723,1096282352.3335333,1418976327.709595,1679568372.185412,1891684095.2982447,2009276799.9720106,2252091070.6762133,1701392115.7950797,868278116.490069,476988666.2002474,83150921.50189379,27869222.37231907,2521882.065464887,2641919.397161955,1841938.8301483477,984273.941947193,405364.85504867864,0.0
4399,2654641.9941412983,30684461.790692504,253565769.1046382,903334752.7060502,1431738291.4193482,1809978625.994286,2118171147.7072785,2369535051.788478,2505569314.692777,2785609538.16769,2120978786.3686783,1104628711.8172505,597573502.6242228,105808757.14722852,35575679.933361806,10901435.970976789,17935309.664962046,13623254.767668705,7318455.821842402,2965191.419516373,0.0
5205,497290.93179268326,10409885.368457852,128024301.68137076,496562545.6543428,865619337.0504223,1135455116.6771991,1360567417.6514096,1545525349.1842914,1651758900.0793443,1877628513.047173,1426681238.143284,729982135.3263141,401229504.17152286,70637487.92961633,23837870.615444936,9933716.889304364,17018981.343968615,13001822.735561807,6987319.55638173,2828216.3029182553,0.0
3267,2181671.4208244854,53940613.7859212,673594441.8730528,2623180929.6587057,4532449706.853299,5945534271.051677,7155994714.237641,8162158452.353122,8747653239.299768,9978573015.978487,7648867730.357738,3964966471.5646176,2183291635.7977285,496087925.78861624,225134421.00000733,5774562278.565138,11246470395.475365,8761157080.799671,4724916215.561059,1910586196.165209,0.0
4759,1898827.3229835513,31296825.824977625,267086457.66230974,930143775.2233499,1440458393.9428253,1782733709.2845132,2040709798.929654,2254510717.7683043,2378363372.86354,2585014605.99114,1951972415.7591596,1021674776.7818357,552121127.4364895,110184119.7953164,43620891.06204218,490070444.51971084,939630656.1828505,729496826.4610204,392883624.3615005,158768986.58692878,0.0
1308,14283365097.689875,15160111141.366577,21908342395.554462,54231310336.53578,81242727328.70078,104047876303.00453,128096047482.90262,151084425418.50586,162119784366.51932,187280828384.9446,149973852138.07172,87874717529.39696,49985445179.72,141558627956.5794,128117512952.26147,4037324511822.1265,5433142026904.966,3472272783271.933,1704532528621.9329,647343747219.5983,0.0
4424,751438.8533768782,13198879.12718881,149837615.41124257,555831305.559466,945273884.4651971,1224698815.7429435,1454483437.767964,1648147864.0114267,1758661346.4829066,1978245827.9644108,1503310969.7663572,772382564.4924129,426867896.02610195,75050846.96540217,25225569.02771257,1316490.8125937947,529788.0109083886,222343.18082419087,113353.06395690775,52924.7345922779,0.0
1366,34854931781.30316,36702531574.80124,59492592602.14424,142025657421.77573,189536071181.4072,237715070378.2664,289876603947.48804,339799358968.03656,376840457761.9234,462525273032.6391,387008088851.0819,384489999052.8518,230025451988.9712,2783946648609.9624,3107351780934.1997,55360726961858.16,45797829768061.3,21757142980517.11,9288595572240.62,3214979135483.716,0.0
2203,871081664.7163986,1319376717.3009264,4405054295.37374,13842209945.60001,20337697686.301888,25321898673.56763,29962661646.076595,34223075248.913567,36582464316.46372,41424844065.99669,32572319805.939655,18085670342.42921,10114688495.541536,12414883145.47287,9752179831.681976,331787753800.2042,554037227148.3418,399403510163.1661,207750564964.2629,82055445144.77031,0.0
2796,3107148603.304518,3139962600.628394,4072540214.6027117,7846179798.675409,9779668004.86305,12393388053.856,15453825308.496162,17766515187.624104,18598354280.48446,22027998137.31036,17569256424.73596,9649193580.117022,5555785104.431156,9177647187.561817,7906474692.163288,194510397664.8245,250373869012.68866,150524962496.62128,70699816591.1561,25917128206.8618,0.0
605,28189296479.12025,27265892429.225536,35488686184.09105,72080887497.31944,92085819036.79747,111645832032.28181,132799429030.9834,151429297700.75076,159411623534.93564,182163004013.01395,144941845516.7914,96487531783.11786,55115766855.003685,333120323511.845,335157314238.655,5327327485067.031,6143020403728.116,3745719369416.6396,1821011455284.8286,690659330893.6165,0.0
4228,27317288.740313075,58209801.422197245,290615148.70525175,1009986970.1021239,1566293912.5537088,1967499207.7727737,2306237764.5066314,2599086319.771729,2751072217.5317326,3074130298.9072423,2352121938.546229,1221582111.4133859,674034715.6018527,120908185.46622613,41209948.93261085,28397352.274822906,50320592.55636775,38586469.61706522,20728279.56050823,8378868.687646391,0.0
5024,2756893.192241505,22323197.859907858,170098394.86122227,612694002.59855,972256722.5299044,1232494358.57132,1449692625.027739,1628630724.980858,1723846864.969588,1928274712.5060735,1472999326.6009917,766079974.125414,414103140.6349676,73382939.02239631,24696367.913021367,7245565.750993001,11736051.903871553,8884657.815124739,4767926.210158225,1931287.2258311752,0.0
2674,65380721.91373226,180825451.58601806,987616668.0435807,3351890206.1653533,5041723974.528509,6300607335.965416,7410425143.55164,8378702580.52273,8884719199.301207,9952754793.28482,7677374999.300805,4045467945.0983963,2234263107.3389263,650948373.5403492,345323623.0103259,8274465662.614641,15854106894.145624,12304111833.296322,6624998314.735812,2676816266.8596425,0.0
4967,818462.5923589424,23243746.50136748,236831801.62613046,848157463.8944646,1394169915.7613263,1777309516.282192,2073062047.2487597,2300672212.080032,2432905228.2925134,2696779823.2846403,2028769885.7626708,1043256284.3814538,562937320.9683611,99624491.61420792,34090682.60112177,51674813.9704576,95061885.12356862,73272945.80156937,39382804.643718414,15908484.13116724,0.0
3653,12940011162.658644,10431098454.223763,8640746217.078896,8144517582.852776,7149341397.080125,6835322370.736045,6815129606.352791,7947995635.483701,8232759605.436912,8340324868.112583,8118133406.960583,35631951424.81786,20716077027.599194,585171673761.8829,705250116445.1978,3095010591897.938,1671478562711.3477,592998395462.8186,217784315008.0337,67635329796.69752,0.0
2614,20279091140.570606,19159969077.469074,15599039856.23893,19011985087.76757,19128534863.287895,20554462837.135662,22555961386.608814,24840800481.130867,25326496120.07168,27581125534.11744,21863449599.774036,18987906466.73152,10768125865.791594,121923442424.80832,130218606273.63359,1518437502610.0232,1377175027738.8906,710614783848.1979,316970328669.5476,113256458850.77174,0.0
508,29591254.16213149,149734358.40603673,1415835600.9392743,5473430153.836424,9310153337.889385,12197594651.009933,14756524737.699352,17056585078.39718,18385999181.41698,21145848529.836353,16353599986.269178,8503653183.5830555,4776226280.903191,1130830056.1529484,527843570.6433804,13523691598.61337,26277918656.90804,20460444629.82027,11031934799.983751,4460436166.441567,0.0
1088,18722264340.18205,19770848181.062553,26871504525.55041,50570549369.35127,60909497093.37532,69979524655.23698,79541694131.03694,89335428310.1064,92786560785.9176,99517447852.91083,79192104472.8175,65876959175.36266,38111245722.51207,414628195116.2939,454148435838.481,5733582174841.335,5051620400274.976,2605740492723.288,1172211204930.706,422465005999.59143,0.0
2549,8651022229.138103,8011777480.218643,9322261514.008194,18882597832.586487,21833806417.26915,24113226299.844536,26240457112.23453,27981440475.774574,26983937907.9046,27198525386.509216,20431597837.69096,11925375791.393925,6631330958.155533,25901551481.5816,23806349835.240314,568908249896.6493,701527597779.6998,419434845001.6388,198084276544.95157,73140292464.05173,0.0
1134,60129856524.26036,55517872399.800735,58890584438.96474,108533380234.8348,129629751654.04338,149771540840.78757,170264998358.015,188814006415.2484,195046506892.78943,212263352643.34427,166109354299.92053,122482368498.88644,68558379831.791435,598445445054.8287,637075727761.9486,7891792842267.15,9124767663693.23,5589321017386.431,2713010763984.069,1025979703854.345,0.0
918,922596064.0268899,1614899487.0427573,9114966046.197329,33072699162.301926,53586103704.45191,72739958939.1984,88752858354.46428,107525472692.72806,119662242570.01788,141252524063.52673,114576571561.01778,98099194060.34279,58221579125.18326,657448370974.3464,859757843027.8977,12239667037579.492,8753071165881.327,3957902513781.501,1675742413651.8584,579324337938.1348,0.0
991,3397776116.0267324,5304054433.836735,22027631761.157578,75448338280.49467,119283837907.07281,155092038771.06802,189442096062.55402,222393692868.58093,242301952097.77118,282468880704.0068,225967587346.3537,126911763835.54683,72553266551.00029,95446258916.50745,75971654769.13225,3350484865942.7354,5413416758449.994,3771247227496.961,1921649384836.5876,747372373677.8074,0.0
3868,924604.2878408737,17930407.119493935,202504124.8794213,754930394.283181,1290373150.4996545,1670427398.751563,1976290985.1164916,2229232414.3945007,2375137739.949413,2663855497.210347,2011524281.842425,1027984219.0760729,565157004.5291873,98649748.17647956,33091124.045686614,3270320.867602931,3650236.8344686646,2582973.3001067406,1381394.0479991336,567175.046393752,0.0
5309,2577311201.7698803,2428716631.3266172,2446088820.900259,4288275186.2685504,5054683548.606204,5764967481.929791,6374051202.167867,6773197767.681204,6755147295.857663,7215171680.27535,5366606736.308053,2727126361.301411,1453747425.3432677,883141436.8833244,648853784.9075521,12623730873.76718,22224124577.034946,16828603715.284286,8963481190.518295,3599283465.1744056,0.0
67,7137540962.185205,7607048790.867025,11197543399.880634,23871298166.015697,30203222908.807053,37318794389.00116,44801382789.80845,50106297006.4158,51765525935.62301,58962646091.43837,46303753898.978134,27327247832.08909,15422995844.798988,52070629368.417625,45766708882.69845,1214863795391.078,1694845257400.776,1101733627361.8315,543702086094.07574,207072574255.26392,0.0
3792,349590105.485102,699075109.2425938,3012383706.8074665,9996723586.448223,14795944289.151754,18450781581.978733,21703927085.67115,24551042155.62528,26061104565.014736,29304646039.58596,22662117306.056843,11983396130.035763,6598064135.326844,2256029398.6335125,1304988334.5507052,33978184081.376453,64826243590.75925,50259442286.187515,27049530841.006912,10926804922.331112,0.0
2655,4146671.9883007095,79064596.10841343,1014483930.6067199,3972587502.5553455,6845950162.236355,8957209489.60485,10816904879.249126,12509240215.777603,13538930950.92407,15502984301.182892,12047242360.661943,6333882289.747621,3570756908.8374004,856051970.0887697,401484669.0346168,9631681583.192656,18640634310.556534,14500355360.268576,7815305580.301604,3159276991.704336,0.0
3640,4449610.344033323,32332910.383457392,310372408.0046614,1183985622.6370158,1991201844.747041,2596546498.7778835,3118206425.358966,3553712260.388724,3801238733.127321,4331237679.869201,3326445353.0309415,1726345515.573693,953829652.5483899,193887637.55832708,77968062.92491533,953628296.3585758,1832925940.922931,1423793912.353612,766978529.9606351,309977188.79588884,0.0
318,27147385.307941053,133268015.48729958,1348966238.2904854,5290827411.122763,8991547448.05811,11838689619.56529,14430748360.554552,16775664995.21025,18259940864.646263,21136968294.436466,16603921624.658985,8911989314.091446,5048585844.314849,2807130954.126988,1923252068.1574662,83651905266.87453,162492446410.162,126506221619.22353,68204558716.33237,27575166261.80852,0.0
689,235086183.60834923,412023513.8984135,1845820244.3932173,6379309288.75315,10198337939.182507,13219282149.828325,16054548341.809437,18578201807.641983,19932241948.74885,23018866551.839127,17981814311.403355,9436127661.127548,5267077529.134588,1205189245.7652059,537120021.1785655,7386349594.563871,13953648464.430368,10794517562.005379,5804486148.522228,2343795265.656373,0.0
1475,1060030331.9655503,1333714155.9042,3409329880.3629355,9134604849.060799,13281178480.284817,17052166443.26307,21130233322.863285,24803594213.209515,26788286591.591022,31446759389.757866,25208621046.13293,14594136738.3966,8406822892.190068,20717849568.237152,18499680614.644012,504839550637.6415,622761621113.2601,382519152708.6233,185369916169.73502,70007614317.27095,0.0
2982,243908118.56255257,350368193.6172165,864913227.7354697,2270089024.6997943,3005619107.6243997,3570213999.964389,4025671663.838561,4386222898.710381,4514429326.724599,4858979769.620864,3683778926.577895,1965125241.5886462,1050569048.3194321,1068591742.9742522,815331800.0552123,20054677395.634926,37112877718.523056,28563795579.167725,15324428378.919584,6180573129.3734255,0.0
2978,22489293897.32978,16752093680.781994,10595024751.58638,10222684079.436419,9292032998.842817,9650349495.377064,10180458647.76855,11159183568.518532,11418115501.590055,12310024672.249748,10101521317.506424,16359505350.631739,9420288408.09504,189926118242.8476,218411815140.24637,1617792222118.5867,1177848934270.0554,514818296502.25134,209637096279.3286,70076642381.14514,0.0
271,51076377107.78944,57015997225.63261,302948489409.66144,1225498573062.6028,2199992610804.206,2993836841570.0845,3756138404396.678,4494854671086.441,4911012858864.926,5837478198530.741,4612385470055.585,2463497091325.3867,1427645218380.8713,1331689311224.1042,1331426712383.6929,15717279663559.982,19264616224816.883,12247598579585.713,6060780213626.93,2323337141445.0464,0.0
3862,16586030.013092026,62431791.03497914,412891390.4513043,1480675486.5904884,2308460986.854081,2913553706.207182,3412245583.7629514,3828241334.434114,4066576493.2292285,4527365468.803651,3478585718.439834,1848468279.095284,998528794.3225335,347054408.8307904,202366961.28656012,6899247172.852446,13370983981.361584,10404079588.921566,5608073140.350885,2267131211.826431,0.0
3805,2123579401.6918585,1923928379.8608024,2568882528.984003,5195873063.64296,6202328558.341196,7159326560.208027,8175296422.219446,8921742563.96357,9161842215.178448,10073149296.950903,7709612619.138388,4068598055.504518,2228966761.8236256,1286510854.189688,948897572.2683749,18840012912.776703,27391419136.96601,18070292302.956703,8925829497.524204,3393246562.4816895,0.0
4938,55255110.30712115,83785580.30005234,243695369.09556386,709454388.6273968,1003739222.3952452,1213589306.669453,1377069230.4408896,1505720669.4801655,1556969729.9755583,1685409228.8138232,1260813103.0553253,644119183.1015856,347882274.3003815,60728219.716430575,20511165.3894366,14331169.484960366,25208506.79446994,19289622.3565101,10351666.88941009,4182058.6678721113,0.0
3137,2548322.7263183547,41428819.74786981,476131880.84372574,1827783338.0444896,3149876481.4795523,4123242925.8571897,4957162761.419738,5691362887.730374,6105485722.139211,6959020657.868965,5342609664.713981,2758699482.2352247,1544694297.5967255,343659253.8168813,153203179.98721427,3419389845.0618725,6632808514.983493,5162363415.349604,2783030162.255688,1125151999.078739,0.0
288,6593075378.824703,7482097839.408924,14618505155.825792,40487509543.79865,61888566202.19011,80550150544.64215,100291487912.3752,121106066473.77725,133059148086.45293,156665960365.69455,127118810243.05724,71270584926.48686,40721730583.07593,51718270977.86332,41914745156.34766,1476535674037.5813,2345009296145.0615,1635732303928.4417,835886048544.0841,325982769832.9344,0.0
1473,8043171401.581632,9267488545.247301,20858375410.82708,63832147484.79501,103453879755.52986,138530236588.22525,174660242986.75494,207893798182.20865,226313385573.5282,267531144193.9873,213555793336.5756,115175946147.58134,65927534277.80238,49779678811.54421,37774644678.94775,1044774357387.045,1798777666259.33,1332359135407.8252,702822212109.3248,280357328270.13837,0.0
5453,113946598.57386129,149127843.8169898,322200870.41004586,860263212.6036971,1155978543.106964,1382694406.157423,1566416179.4914052,1711058805.4428775,1764219022.8654191,1913657442.5044615,1439598311.415361,743255812.7821788,399613015.10024434,123883405.81848708,70026029.40531613,1247350867.4908445,2298424532.020094,1767205511.016578,947718549.4147873,382154075.8315463,0.0
3695,4774788.432756671,28351763.124852452,229093341.22991753,827436732.3834367,1347264339.4439886,1725169252.3980095,2035545663.5783012,2296523021.6051407,2433353644.759024,2723740677.1374826,2070101434.4878118,1063800644.1102053,583469105.3511147,102411034.8827366,34374130.07964926,2964209.2254128694,2964494.542287127,2041730.2601190503,1089816.7204896747,449770.62288084015,0.0
33,547719359.795671,1642005164.3913262,16436692050.641964,69673065680.24388,124171343671.18384,169207811743.88965,214429687518.65677,257089662115.62222,284035798341.00195,340315476805.24133,273647830347.2842,148625130981.28192,86426689940.03053,50739440094.77062,36676764359.00358,2471283275081.2627,4372306500010.261,3195577732651.1313,1666947019537.1545,658539993130.4226,0.0
3493,45303320.162902206,95311033.3140514,444719113.4303321,1499062225.7681525,2300593764.0305343,2897335049.2184944,3401931505.747692,3829843290.4626126,4042202511.63325,4517209321.541705,3443621475.7393365,1776408555.3394706,977039162.0170774,180889211.28383222,65182888.35541653,241607330.99268693,450434226.6949221,347675491.3897577,186843204.261748,75438689.89896871,0.0
4191,53936767.66488376,111331067.45723633,574961880.5995684,1985713801.9134195,3049711836.8118,3850608489.4221005,4578794330.400669,5242458389.532285,5620358465.516739,6360002134.08323,4967801908.506175,2647394374.9162574,1470339942.5631773,273101297.9480861,95011860.25673847,129454022.85173608,235226976.40642795,180854912.94241336,97122258.60563436,39220233.81180518,0.0
4973,791643.4811271307,15527407.2326117,203553250.4074752,821433273.3746866,1442562190.043795,1918267745.510907,2346399198.224159,2713036461.809325,2917373868.713985,3372956807.5957217,2608736495.6112924,1350821876.7235858,750297085.6501818,134157101.16677044,45299362.64400844,2888073.235401348,1920694.4639002106,1146526.4324608187,605167.3460907966,257249.9278963951,0.0
