,mass,dustmass,logmet,sfr100
7667,1915142626.5788865,20087175.087049343,-0.2948656864004982,0.19503883747826434
11246,459133581.6183007,4815257.125964537,-0.47700282747883693,0.06820939632284442
5546,1370462682.433055,21353371.18185616,-0.525266438503186,0.0792079512024183
5369,10649881069.912334,84914258.74607661,-0.11167492854347748,1.6849731204289344
12837,80636175.12030496,1126012.921424082,-0.8935527591276005,8.063617512030504e-06
8999,742777390.9342082,9090290.708804058,-0.36241976732664205,0.230350950112214
4164,7710889982.920675,35310691.51196371,-0.09593189327281726,1.1905159153057154
9542,862776795.0518408,9365783.551321398,-0.364358833360714,0.15857643607039348
11766,236464153.8264382,3284402.7672655545,-0.6380757758258445,0.03367757331508051
8283,1190595638.1498842,14301065.36437095,-0.3341798129760458,0.21496787278410195
13996,166209468.27735642,1578244.919606585,-0.6942273653601454,1.6620946827735634e-05
12756,66215872.180121996,1525423.0733288368,-0.9771526773351012,0.014323469064270924
7401,1720199732.8540888,18210781.231214352,-0.2784804355931199,0.14898334264162513
5884,1284929686.658126,22136387.418983355,-0.5024738360444907,0.13200014830582352
11354,106200375.4507848,1503582.2144666964,-0.6440891812268208,1.0620037545078483e-05
4511,41832124086.13051,22463506.837680284,0.031188609941105918,0.004183212408613053
5259,20279256631.080647,124933938.99643761,-0.06993044719554628,1.364512209622736
7721,3007284444.074624,23488568.589779355,-0.31994037354124466,0.25273602724520344
5561,555367225.223307,4684272.2962176595,-0.5325402369705357,0.08966320337220898
13077,78518987.56485483,954410.9917999886,-0.7861327722788536,7.85189875648549e-06
12586,198273633.66162276,2298417.2795857587,-0.6057138684007064,0.08136057768835583
14244,61453602.1233437,745650.6169168882,-0.8228473229701367,6.145360212334372e-06
9850,84764730.96572043,1053488.5710720674,-0.6792645601107844,8.47647309657205e-06
