,mass,dustmass,logmet,sfr100
1502,701705431.792481,80184.89749517445,-0.8625072098611526,0.029881827121989744
1026,157006425.49799177,58422.78195273524,-1.2807760273131772,0.1291213689382365
444,1767248684.5934622,2411488.268748911,-0.7280042992630494,0.17225489616795012
1589,153763347.04342297,434981.077241659,-0.9292705268137506,0.08545505264297013
473,5269512543.557484,3712275.8842481407,-0.4716973379297018,0.40879886708864643
880,68915079.22880596,38584.2894243442,-1.3600745241932977,0.023435365325001116
854,290000353.47588193,109089.09815813146,-1.277828337298081,0.16573407750218935
10,71384903646.022,367852188.76636225,-0.2770779915301665,20.540474667460874
1281,46556670.73487111,18271.704785678852,-1.6022934520000305,4.655667073487115e-06
1668,146290593.17966866,41754.9285595376,-1.1364079482368248,1.4629059317966868e-05
995,1412147720.71073,1726633.4513664036,-0.5636247766359089,0.0637485779026455
1213,385531591.74625754,171626.97437687137,-0.973122401907816,0.1675954543331059
96,15117237763.607748,61161203.22875528,-0.4859589196914399,5.307028180679366
846,2993636488.741578,11.037260446313718,-0.7207442372476092,0.0002993636488741577
1234,281023452.8784777,192154.76341476932,-0.9735699594062478,0.16439402005486053
431,2761157730.9418106,10488127.04257857,-0.5503663266077923,1.3145780615012266
1774,285174134.6068378,52059.81233031058,-1.160865378646459,2.851741346068377e-05
12,112287556545.19772,411035363.24020326,-0.1115638438629674,21.45650184791467
1613,206570344.20925325,73604.02935599064,-1.0809718336736802,0.024452602003390705
1508,147809998.45243058,187487.65749119868,-1.1040488380566726,1.4780999845243062e-05
1539,58490481.87990453,29480.29275108189,-1.2316304875046225,5.849048187990451e-06
534,5150125059.705767,1180089.9374624295,-0.512960620709088,0.0295406479593212
1801,174697417.81978345,557119.3738538249,-0.17883891413490005,1.7469741781978373e-05
1333,264407467.5652732,147761.3068704885,-1.0061127817337048,0.02409383345819173
1646,366817082.12092733,103296.82093906983,-0.9288848189832764,0.03136740465163486
1341,425577019.7821273,144299.64733272418,-1.051547933062343,0.028877739582894038
558,4231264823.9364047,3401924.4201224465,-0.45883800934246743,0.15626459415303265
994,385247251.4956709,206990.97319660924,-0.997159917552013,0.04846935099780887
1837,308164241.52683735,27287.086315987057,-0.9573917262863467,3.081642415268378e-05
1348,1321502438.954399,2.0312943397384173,-0.43275606996918003,0.00013215024389543988
1661,72008980.65039995,23809.60142832885,-1.2109130266436416,0.028485664563013265
1523,395368428.1441382,735469.9818066384,-0.6878285876748599,3.953684281441379e-05
1610,129626739.2343211,79366.70703721108,-0.9966041476508365,0.05371193236553261
737,597257598.522393,396059.8159102277,-1.0472203756220884,0.028116729883912214
1599,66175858.91303057,25013.198061957184,-1.2283062340380724,0.05420788998665925
93,37347658497.31047,34130793.354339585,-0.19164696438437673,1.5470371899955337
352,3956352583.3192906,4352591.419070779,-0.7708164080726766,0.4848867936749694
1431,126835847.42155609,51677.574684744905,-1.2639622386768419,0.02821503885800728
442,4899982991.39295,3857381.115209797,-0.5439285184315246,0.23524659628199424
1781,114700896.28025612,61042.19461231959,-0.8308360592389734,1.1470089628025601e-05
1547,890178742.0173228,41.183558452803794,-0.9503776714246168,8.901787420173234e-05
365,6156763641.282689,7778806.92921463,-0.48871764660655753,0.12316396718397919
357,3602127865.7940183,6393803.489709187,-0.5086465613175579,0.5922414273891696
963,62358523.7917723,23481.56547075432,-1.4437049560446797,0.028108261720432088
1029,812678079.0275111,1595665.6221205397,-0.5836796217084823,0.18289131044718213
287,5332693301.91936,10255165.175297013,-0.5185363100609051,0.728306634680937
1178,107759818.57424244,103006.1622825831,-1.1373289349088909,0.027049179999112067
1596,231591065.0769878,42697.07332093212,-1.0876260075412383,0.025771079233461603
1191,878607701.3449837,872821.2739163354,-0.7821657618252732,0.033353329501928285
1468,171969902.05882356,81925.66146032984,-1.0360082638316275,0.02552694470727431
1405,506830803.1802777,92460.41620885483,-1.0859376496458009,5.068308031802776e-05
1124,1895371461.3470602,202.68253257315197,-0.6780461028563886,0.0001895371461347062
1640,47594924.634562194,6327.835277280712,-1.3734406168773017,4.759492463456223e-06
